job_title,text_clean,category,label,word_count
Academic Advisor,academic advisor memfasilitasi pelatihan workshop pengembangan kompetensi posisi hybrid working,Education,0,10
Instrumentation Engineer,instrumentation engineer perawatan preventif korektif mesin produksi posisi medan,Engineering,1,9
UI/UX Designer,designer merancang arsitektur sistem cloud aws mengelola container docker kubernetes posisi jakarta,IT & Software,5,12
Production Planner,production planner merencanakan produksi mengelola kapasitas pabrik posisi full time,Operations & Supply Chain,7,10
Investment Analyst,investment analyst menyusun laporan keuangan bulanan tahunan sesuai standar psak posisi full time,Finance & Accounting,2,13
Industrial Engineer,industrial engineer merencanakan mengawasi proyek konstruksi sesuai schedule budget posisi jakarta,Engineering,1,11
Vendor Management,vendor management mengelola operasional gudang akurasi inventaris posisi surabaya,Operations & Supply Chain,7,9
Safety Engineer,safety engineer perawatan preventif korektif mesin produksi posisi jakarta,Engineering,1,9
Talent Management,talent management membangun hubungan industrial harmonis manajemen karyawan posisi fresh graduate welcome,Human Resources,4,12
Import Export Staff,import export staff memantau kualitas produksi sesuai standar iso spesifikasi pelanggan posisi remote work available,Operations & Supply Chain,7,15
Fasilitator,fasilitator riset publikasi ilmiah bidang pendidikan posisi hybrid working,Education,0,9
Bank Teller,bank teller menyusun laporan keuangan bulanan tahunan sesuai standar psak posisi surabaya,Finance & Accounting,2,12
HRIS Specialist,hris specialist menganalisis data sdm mendukung pengambilan keputusan strategis posisi surabaya,Human Resources,4,11
Rekam Medis,rekam medis konsultasi gizi terapi diet pasien posisi surabaya,Healthcare,3,9
Industrial Relations,industrial relations memfasilitasi program onboarding orientasi karyawan posisi bali,Human Resources,4,9
Radiografer,radiografer asuhan keperawatan pasien rawat inap rawat jalan posisi pengalaman,Healthcare,3,10
Perawat ICU,perawat icu mempromosikan produk farmasi dokter tenaga medis posisi bali,Healthcare,3,10
Finance Manager,finance manager audit internal proses keuangan operasional perusahaan posisi bandung,Finance & Accounting,2,10
Software Engineer,software engineer membangun rest api python flask django mengelola database postgresql posisi bali,IT & Software,5,13
Fisioterapis,fisioterapis pemeriksaan diagnosis pengobatan pasien klinik posisi pengalaman,Healthcare,3,8
Chemical Engineer,chemical engineer mengoptimalkan proses kimia pabrik troubleshooting posisi bandung,Engineering,1,9
Fasilitator,fasilitator pengajaran penelitian perguruan posisi remote work available,Education,0,8
Production Planner,production planner mengelola proses impor ekspor dokumen kepabeanan posisi medan,Operations & Supply Chain,7,10
Environmental Engineer,environmental engineer gambar teknik autocad software desain posisi pengalaman,Engineering,1,9
PPIC Manager,ppic manager mengelola proses impor ekspor dokumen kepabeanan posisi jakarta,Operations & Supply Chain,7,10
Drafter,drafter perawatan preventif korektif mesin produksi posisi fresh graduate welcome,Engineering,1,10
Project Manager,project manager mengoptimalkan proses kimia pabrik troubleshooting posisi bandung,Engineering,1,9
iOS Developer,ios developer pengujian kualitas perangkat lunak menulis test case otomatis posisi surabaya,IT & Software,5,12
Perawat,perawat mempromosikan produk farmasi dokter tenaga medis posisi jakarta,Healthcare,3,9
Project Manager,project manager menganalisis meningkatkan efisiensi proses produksi posisi hybrid working,Engineering,1,10
Warehouse Manager,warehouse manager menganalisis data supply chain efisiensi biaya posisi full time,Operations & Supply Chain,7,11
HR Director,director memfasilitasi program onboarding orientasi karyawan posisi fresh graduate welcome,Human Resources,4,10
Operations Analyst,operations analyst merancang mengoptimalkan rantai pasok pemasok konsumen posisi remote work available,Operations & Supply Chain,7,12
DevOps Engineer,devops engineer memantau keamanan jaringan penetration testing posisi surabaya,IT & Software,5,9
System Analyst,system analyst merancang arsitektur sistem cloud aws mengelola container docker kubernetes posisi medan,IT & Software,5,13
Analis Laboratorium,analis laboratorium pemeriksaan diagnosis pengobatan pasien klinik posisi surabaya,Healthcare,3,9
Sanitarian,sanitarian pemeriksaan diagnosis pengobatan pasien klinik posisi remote work available,Healthcare,3,10
Credit Analyst,credit analyst menghitung biaya produksi menganalisis variance anggaran posisi bali,Finance & Accounting,2,10
Budget Analyst,budget analyst mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi fresh graduate welcome,Finance & Accounting,2,13
iOS Developer,ios developer mengelola infrastruktur server linux automasi deployment pipeline posisi jakarta,IT & Software,5,11
Guru,guru mengajar mata pelajaran ipa ips matematika sekolah menengah posisi remote work available,Education,0,13
Investment Analyst,investment analyst menyusun laporan keuangan bulanan tahunan sesuai standar psak posisi fresh graduate welcome,Finance & Accounting,2,14
HR Analyst,analyst mengembangkan program pelatihan pengembangan karyawan posisi fresh graduate welcome,Human Resources,4,10
Perawat,perawat pemeriksaan rontgen modalitas pencitraan posisi surabaya,Healthcare,3,7
HR Analyst,analyst membangun hubungan industrial harmonis manajemen karyawan posisi bali,Human Resources,4,9
Market Research Analyst,market research analyst mengelola konten media sosial instagram tiktok linkedin perusahaan posisi bali,Marketing & Sales,6,13
Learning & Development,learning development merancang program employee engagement budaya perusahaan posisi bandung,Human Resources,4,10
Drafter,drafter mengoptimalkan proses kimia pabrik troubleshooting posisi pengalaman,Engineering,1,8
HR Generalist,generalist evaluasi kinerja karyawan program talent management posisi jakarta,Human Resources,4,9
Process Engineer,process engineer merencanakan produksi mengelola kapasitas pabrik posisi jakarta,Operations & Supply Chain,7,9
People Operations,people operations memfasilitasi program onboarding orientasi karyawan posisi fresh graduate welcome,Human Resources,4,11
Financial Analyst,financial analyst menghitung biaya produksi menganalisis variance anggaran posisi bali,Finance & Accounting,2,10
UI/UX Designer,designer mengembangkan model machine learning tensorflow pytorch posisi surabaya,IT & Software,5,9
Organizational Development,organizational development merancang program employee engagement budaya perusahaan posisi hybrid working,Human Resources,4,11
Electrical Engineer,electrical engineer merencanakan mengawasi proyek konstruksi sesuai schedule budget posisi fresh graduate welcome,Engineering,1,13
Financial Planner,financial planner mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi fresh graduate welcome,Finance & Accounting,2,13
Kepala Sekolah,kepala sekolah konseling bimbingan peserta didik posisi full time,Education,0,9
PPIC Manager,ppic manager mengelola operasional gudang akurasi inventaris posisi full time,Operations & Supply Chain,7,10
Analis Laboratorium,analis laboratorium pelayanan kebidanan hamil melahirkan posisi bandung,Healthcare,3,8
Instruktur,instruktur pengajaran penelitian perguruan posisi bali,Education,0,6
QA Engineer,engineer mengembangkan aplikasi web react node berkolaborasi tim backend posisi hybrid working,IT & Software,5,12
Rekam Medis,rekam medis mendispensing obat sesuai resep dokter posisi bali,Healthcare,3,9
Cloud Engineer,cloud engineer mengembangkan aplikasi web react node berkolaborasi tim backend posisi full time,IT & Software,5,13
Risk Manager,risk manager memproses penggajian karyawan administrasi tunjangan posisi medan,Finance & Accounting,2,9
Frontend Developer,frontend developer pengujian kualitas perangkat lunak menulis test case otomatis posisi fresh graduate welcome,IT & Software,5,14
Talent Management,talent management evaluasi kinerja karyawan program talent management posisi hybrid working,Human Resources,4,11
Culture Officer,culture officer mengimplementasikan sistem hris mengelola data karyawan posisi bandung,Human Resources,4,10
Bookkeeper,bookkeeper menganalisis laporan keuangan perusahaan pengambilan keputusan investasi posisi medan,Finance & Accounting,2,10
Dokter Gigi,dokter gigi konsultasi gizi terapi diet pasien posisi remote work available,Healthcare,3,11
Treasury Analyst,treasury analyst menyusun laporan keuangan bulanan tahunan sesuai standar psak posisi hybrid working,Finance & Accounting,2,13
Dokter Spesialis,dokter spesialis mempromosikan produk farmasi dokter tenaga medis posisi remote work available,Healthcare,3,12
Network Engineer,network engineer mengembangkan aplikasi web react node berkolaborasi tim backend posisi surabaya,IT & Software,5,12
Librarian,librarian mengajar mata pelajaran ipa ips matematika sekolah menengah posisi jakarta,Education,0,11
Email Marketing Specialist,email marketing specialist merancang strategi market produk posisi fresh graduate welcome,Marketing & Sales,6,11
Safety Engineer,safety engineer mengoptimalkan proses kimia pabrik troubleshooting posisi bali,Engineering,1,9
Process Engineer,process engineer pengujian kualitas material produk posisi hybrid working,Engineering,1,9
Chemical Engineer,chemical engineer mengoptimalkan proses kimia pabrik troubleshooting posisi jakarta,Engineering,1,9
Brand Manager,brand manager menganalisis data penjualan laporan performa marketing posisi medan,Marketing & Sales,6,10
Quality Engineer,quality engineer pengujian kualitas material produk posisi surabaya,Engineering,1,8
Performance Marketing,performance marketing konten kreatif channel marketing posisi full time,Marketing & Sales,6,9
Industrial Engineer,industrial engineer keselamatan kerja lingkungan industri posisi bali,Engineering,1,8
HR Staff,staff memfasilitasi program onboarding orientasi karyawan posisi hybrid working,Human Resources,4,9
Organizational Development,organizational development merancang program employee engagement budaya perusahaan posisi surabaya,Human Resources,4,10
Fasilitator,fasilitator mengembangkan assessment evaluasi pembelajaran posisi surabaya,Education,0,7
Terapis Wicara,terapis wicara pemeriksaan rontgen modalitas pencitraan posisi bali,Healthcare,3,8
Ahli Gizi,ahli gizi mempromosikan produk farmasi dokter tenaga medis posisi hybrid working,Healthcare,3,11
SEO Specialist,seo specialist merancang mengeksekusi strategi pemasaran digital platform posisi medan,Marketing & Sales,6,10
Compliance Officer,compliance officer menganalisis kelayakan kredit nasabah mengelola portofolio pinjaman posisi full time,Finance & Accounting,2,12
Risk Manager,risk manager menganalisis kelayakan kredit nasabah mengelola portofolio pinjaman posisi remote work available,Finance & Accounting,2,13
Quality Control,quality control mengkoordinasi pengiriman distribusi produk indonesia posisi hybrid working,Operations & Supply Chain,7,10
Commissioning Engineer,commissioning engineer mengoptimalkan proses kimia pabrik troubleshooting posisi remote work available,Engineering,1,11
HR Director,director mengembangkan program pelatihan pengembangan karyawan posisi surabaya,Human Resources,4,8
Industrial Engineer,industrial engineer merancang sistem mekanikal analisis teknik posisi fresh graduate welcome,Engineering,1,11
Culture Officer,culture officer mengelola administrasi sdm kontrak kerja dokumen kepegawaian posisi fresh graduate welcome,Human Resources,4,13
Koordinator Medis,koordinator medis pemeriksaan diagnosis pengobatan pasien klinik posisi full time,Healthcare,3,10
Healthcare Administrator,healthcare administrator mempromosikan produk farmasi dokter tenaga medis posisi pengalaman,Healthcare,3,10
Data Engineer,data engineer membangun pipeline data apache spark kafka posisi full time,IT & Software,5,11
Logistik,logistik memantau kualitas produksi sesuai standar iso spesifikasi pelanggan posisi full time,Operations & Supply Chain,7,12
HR Generalist,generalist mengelola sistem kompensasi benefit karyawan sesuai regulasi posisi bali,Human Resources,4,10
iOS Developer,ios developer mengembangkan aplikasi mobile android kotlin java posisi bandung,IT & Software,5,10
E-learning Developer,learning developer merancang mengembangkan konten learning berbasis teknologi posisi full time,Education,0,11
Lab Technician,lab technician mengembangkan kurikulum materi pembelajaran posisi remote work available,Education,0,10
PPIC Manager,ppic manager merancang mengoptimalkan rantai pasok pemasok konsumen posisi remote work available,Operations & Supply Chain,7,12
Database Administrator,database administrator merancang arsitektur sistem cloud aws mengelola container docker kubernetes posisi medan,IT & Software,5,13
Akuntan,akuntan menganalisis kelayakan kredit nasabah mengelola portofolio pinjaman posisi hybrid working,Finance & Accounting,2,11
Web Developer,web developer membangun pipeline data apache spark kafka posisi hybrid working,IT & Software,5,11
Ahli Gizi,ahli gizi pemeriksaan rontgen modalitas pencitraan posisi bali,Healthcare,3,8
Fleet Manager,fleet manager menganalisis data supply chain efisiensi biaya posisi hybrid working,Operations & Supply Chain,7,11
HR Generalist,generalist mengelola administrasi sdm kontrak kerja dokumen kepegawaian posisi full time,Human Resources,4,11
Recruiter,recruiter mengimplementasikan sistem hris mengelola data karyawan posisi hybrid working,Human Resources,4,10
Marketing Manager,marketing manager menganalisis data penjualan laporan performa marketing posisi medan,Marketing & Sales,6,10
Software Architect,software architect mengembangkan aplikasi mobile android kotlin java posisi jakarta,IT & Software,5,10
Product Marketing Manager,product marketing manager mengelola event pemasaran pameran dagang posisi fresh graduate welcome,Marketing & Sales,6,12
Content Developer,content developer riset publikasi ilmiah bidang pendidikan posisi medan,Education,0,9
Operations Analyst,operations analyst mengelola pengadaan barang jasa negosiasi vendor posisi fresh graduate welcome,Operations & Supply Chain,7,12
Market Research Analyst,market research analyst mengelola konten media sosial instagram tiktok linkedin perusahaan posisi remote work available,Marketing & Sales,6,15
Sanitarian,sanitarian pelayanan kebidanan hamil melahirkan posisi pengalaman,Healthcare,3,7
Investment Analyst,investment analyst mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi full time,Finance & Accounting,2,12
Machine Learning Engineer,machine learning engineer mengelola infrastruktur server linux automasi deployment pipeline posisi hybrid working,IT & Software,5,13
Growth Hacker,growth hacker merancang mengeksekusi strategi pemasaran digital platform posisi bali,Marketing & Sales,6,10
Quality Control,quality control mengelola operasional gudang akurasi inventaris posisi bali,Operations & Supply Chain,7,9
HRIS Specialist,hris specialist mengelola administrasi sdm kontrak kerja dokumen kepegawaian posisi medan,Human Resources,4,11
Content Writer,content writer mengelola event pemasaran pameran dagang posisi medan,Marketing & Sales,6,9
Cost Accountant,cost accountant menghitung biaya produksi menganalisis variance anggaran posisi bandung,Finance & Accounting,2,10
Healthcare Administrator,healthcare administrator pemeriksaan rontgen modalitas pencitraan posisi remote work available,Healthcare,3,10
Widyaiswara,widyaiswara memfasilitasi pelatihan workshop pengembangan kompetensi posisi bali,Education,0,8
Industrial Engineer,industrial engineer pengujian kualitas material produk posisi surabaya,Engineering,1,8
Apoteker,apoteker pemeriksaan diagnosis pengobatan pasien klinik posisi fresh graduate welcome,Healthcare,3,10
Compensation & Benefits,compensation benefits mengimplementasikan sistem hris mengelola data karyawan posisi medan,Human Resources,4,10
Training Coordinator,training coordinator mengajar mata pelajaran ipa ips matematika sekolah menengah posisi pengalaman,Education,0,12
Process Engineer,process engineer mengelola pengadaan barang jasa negosiasi vendor posisi bali,Operations & Supply Chain,7,10
Dokter Spesialis,dokter spesialis mempromosikan produk farmasi dokter tenaga medis posisi hybrid working,Healthcare,3,11
Investment Analyst,investment analyst menyusun anggaran perusahaan forecast keuangan posisi hybrid working,Finance & Accounting,2,10
Process Engineer,process engineer mengelola operasional gudang akurasi inventaris posisi fresh graduate welcome,Operations & Supply Chain,7,11
Guru,guru merancang mengembangkan konten learning berbasis teknologi posisi remote work available,Education,0,11
Purchasing Manager,purchasing manager merencanakan produksi mengelola kapasitas pabrik posisi surabaya,Operations & Supply Chain,7,9
Commissioning Engineer,commissioning engineer gambar teknik autocad software desain posisi full time,Engineering,1,10
Investment Analyst,investment analyst memproses penggajian karyawan administrasi tunjangan posisi surabaya,Finance & Accounting,2,9
Apoteker,apoteker pelayanan kebidanan hamil melahirkan posisi pengalaman,Healthcare,3,7
Electrical Engineer,electrical engineer keselamatan kerja lingkungan industri posisi remote work available,Engineering,1,10
Employee Relations,employee relations evaluasi kinerja karyawan program talent management posisi full time,Human Resources,4,11
Industrial Engineer,industrial engineer merancang sistem mekanikal analisis teknik posisi jakarta,Engineering,1,9
Vendor Management,vendor management mengkoordinasi pengiriman distribusi produk indonesia posisi pengalaman,Operations & Supply Chain,7,9
DevOps Engineer,devops engineer membangun pipeline data apache spark kafka posisi remote work available,IT & Software,5,12
Recruiter,recruiter mengembangkan program pelatihan pengembangan karyawan posisi medan,Human Resources,4,8
Supply Chain Manager,supply chain manager menganalisis data supply chain efisiensi biaya posisi pengalaman,Operations & Supply Chain,7,11
Dokter Gigi,dokter gigi pelayanan kebidanan hamil melahirkan posisi pengalaman,Healthcare,3,8
Industrial Engineer,industrial engineer merancang sistem mekanikal analisis teknik posisi hybrid working,Engineering,1,10
Email Marketing Specialist,email marketing specialist merancang strategi market produk posisi pengalaman,Marketing & Sales,6,9
Cloud Engineer,cloud engineer mengembangkan model machine learning tensorflow pytorch posisi pengalaman,IT & Software,5,10
Brand Manager,brand manager membangun hubungan klien mencapai target penjualan bulanan posisi remote work available,Marketing & Sales,6,13
HR Analyst,analyst mengembangkan program pelatihan pengembangan karyawan posisi medan,Human Resources,4,8
Budget Analyst,budget analyst laporan arus kas mengelola likuiditas perusahaan posisi hybrid working,Finance & Accounting,2,11
Trade Marketing,trade marketing mengelola event pemasaran pameran dagang posisi bali,Marketing & Sales,6,9
Curriculum Developer,curriculum developer bimbingan akademik karier mahasiswa posisi bali,Education,0,8
Controller Keuangan,controller keuangan mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi bali,Finance & Accounting,2,11
HR Staff,staff merancang program employee engagement budaya perusahaan posisi remote work available,Human Resources,4,11
Perawat,perawat konsultasi gizi terapi diet pasien posisi jakarta,Healthcare,3,8
HR Generalist,generalist membangun hubungan industrial harmonis manajemen karyawan posisi hybrid working,Human Resources,4,10
Employee Relations,employee relations mengembangkan program pelatihan pengembangan karyawan posisi pengalaman,Human Resources,4,9
Digital Marketing Specialist,digital marketing specialist riset pasar analisis kompetitor strategi brand posisi remote work available,Marketing & Sales,6,13
Dokter Gigi,dokter gigi mengelola administrasi rumah sakit klinik kesehatan posisi bali,Healthcare,3,10
Account Manager,account manager mengelola konten media sosial instagram tiktok linkedin perusahaan posisi bandung,Marketing & Sales,6,12
Quality Engineer,quality engineer menganalisis meningkatkan efisiensi proses produksi posisi surabaya,Engineering,1,9
Accounting Staff,accounting staff menyusun laporan keuangan bulanan tahunan sesuai standar psak posisi pengalaman,Finance & Accounting,2,12
Safety Engineer,safety engineer merancang instalasi listrik sistem kelistrikan industri posisi bandung,Engineering,1,10
Terapis Wicara,terapis wicara pemeriksaan diagnosis pengobatan pasien klinik posisi remote work available,Healthcare,3,11
Python Developer,python developer mengembangkan aplikasi mobile android kotlin java posisi hybrid working,IT & Software,5,11
Product Marketing Manager,product marketing manager membangun hubungan klien mencapai target penjualan bulanan posisi hybrid working,Marketing & Sales,6,13
DevOps Engineer,devops engineer pengujian kualitas perangkat lunak menulis test case otomatis posisi jakarta,IT & Software,5,12
Training & Development,training development merancang program employee engagement budaya perusahaan posisi remote work available,Human Resources,4,12
Trade Marketing,trade marketing merancang strategi market produk posisi bandung,Marketing & Sales,6,8
Accounting Staff,accounting staff audit internal proses keuangan operasional perusahaan posisi surabaya,Finance & Accounting,2,10
Compensation & Benefits,compensation benefits memfasilitasi program onboarding orientasi karyawan posisi fresh graduate welcome,Human Resources,4,11
Frontend Developer,frontend developer pengujian kualitas perangkat lunak menulis test case otomatis posisi medan,IT & Software,5,12
Plant Manager,plant manager merencanakan produksi mengelola kapasitas pabrik posisi medan,Operations & Supply Chain,7,9
iOS Developer,ios developer membangun rest api python flask django mengelola database postgresql posisi fresh graduate welcome,IT & Software,5,15
Drafter,drafter menganalisis meningkatkan efisiensi proses produksi posisi medan,Engineering,1,8
Data Engineer,data engineer mengelola mengoptimasi database mysql mongodb posisi hybrid working,IT & Software,5,10
QA Engineer,engineer membangun rest api python flask django mengelola database postgresql posisi jakarta,IT & Software,5,12
PR Manager,manager mengelola konten media sosial instagram tiktok linkedin perusahaan posisi surabaya,Marketing & Sales,6,11
Healthcare Administrator,healthcare administrator pemeriksaan diagnosis pengobatan pasien klinik posisi hybrid working,Healthcare,3,10
HR Generalist,generalist merancang program employee engagement budaya perusahaan posisi hybrid working,Human Resources,4,10
Python Developer,python developer memantau keamanan jaringan penetration testing posisi pengalaman,IT & Software,5,9
